category,content,fairness,label,line_number
unc,"Sell, sponsor, or otherwise monetize any Service without LinkedIn’s consent;",,unc,
unc,"Deep-link to our Services for any purpose other than to promote your profile or a Group on our Services, without LinkedIn’s consent;",,unc,
unc,"Remove any copyright, trademark or other proprietary rights notices contained in or on our Service;",,unc,
unc,"Remove, cover or obscure any advertisement included on the Services;",,unc,
unc,"Use bots or other automated methods to access the Services, add or download contacts, send or redirect messages;",,unc,
unc,"Monitor the Services’ availability, performance or functionality for any competitive purpose;",,unc,
unc,"Engage in “framing,” “mirroring,” or otherwise simulating the appearance or function of the Services;",,unc,
unc,"Access the Services except through the interfaces expressly provided by LinkedIn, such as its mobile applications, linkedin.com and slideshare.net;",,unc,
unc,Use a Service for tasks that it is not intended for;,,unc,
unc,"Interfere with the operation of, or place an unreasonable load on, the Services (e.g., spam, denial of service attack, viruses, gaming algorithms); and/or",,unc,
unc,Violate the Professional Community Guidelines or any additional terms concerning a specific Service that are provided when you sign up for or start using such Service.,,unc,
unc,We respect the intellectual property rights of others. We require that information posted by Members be accurate and not in violation of the intellectual property rights or other rights of third parties. We provide a policy and process for complaints concerning content posted by our Members.,,unc,
unc,"If you want to send us notices or service of process, please contact us:",,unc,
unc,"Masquerade Technologies, Inc. (""Masquerade,"" ""we"" or ""us"") offer services such as the Masquerade app (the ""App"") that enable people to use filters and masks (""Masks"") for a range of activities, like photo and video editing, and sharing. These Terms of Service (these ""Terms"") govern your use of the App, our website (http://msqrd.me/ or the ""Site"") and other features, functionality, products, and services we offer or make available(collectively, the ""Services"").",,unc,
use,"By using our Services, you agree to be bound by these Terms.",2,use2,
a,"IF YOU ARE A MASQUERADE USER LOCATED IN THE UNITED STATES OR CANADA, OUR TERMS CONTAIN A BINDING ARBITRATION PROVISION, WHICH STATES THAT, EXCEPT IF YOU OPT OUT AND EXCEPT FOR CERTAIN TYPES OF DISPUTES, MASQUERADE AND YOU AGREE TO RESOLVE ALL DISPUTES THROUGH BINDING INDIVIDUAL ARBITRATION, WHICH MEANS THAT YOU WAIVE YOUR RIGHT TO PARTICIPATE IN CLASS ACTIONS, CLASS ARBITRATIONS, OR REPRESENTATIVE ACTIONS.",2,a2,
unc,"Age. You must be at least 13 years old to use our Services (or such greater age required in your country for you to be authorized to use our Services without parental approval). In addition to being the minimum age required to use our Services under applicable law, if you are not old enough to have authority to agree to our Terms in your country, your parent or guardian must agree to our Terms on your behalf.",,unc,
unc,"Registration. When you use our Services, you may have the option, or be required, to register for an account. When you create an account, you agree to provide accurate, up to date information as required for the account registration. You also agree that you will not use, or attempt to use, another user’s account without authorization from such user.",,unc,
ter,"Masquerade reserves the right to change, suspend, remove, discontinue, impose limits on, or disable access to the Services or any portions thereof or your use thereof.",3,ter3,
ch,"Masquerade reserves the right to change, suspend, remove, discontinue, impose limits on, or disable access to the Services or any portions thereof or your use thereof.",2,ch2,
unc,"Mobile and Other Devices. For as long as you use our Services, you consent to downloading and installing updates to our Services, including automatically. We currently provide our Services for free, but please be aware that when you use our Services you are responsible for your carrier’s rates and fees, such as text messaging and data charges, which apply. We do not guarantee that the Services (including the App) can be used on any particular device or with any particular service plan.",,unc,
unc,"Masquerade's Privacy Policy describes our information practices, including the types of information we receive and collect and how we use and share this information. You agree to our data practices, including the collection, use, processing, and sharing of your information as described in our Privacy Policy, as well as the transfer and processing of your information to the United States and other countries globally where we have or use facilities, service providers, or partners, regardless of where you use our Services. You acknowledge that the laws, regulations, and standards of the country in which your information is stored or processed may be different from those of your own country.",,unc,
unc,"You may only use our Services in accordance with our Terms (including any supplemental terms) and policies (our ""Terms and Policies""). If we disable your account for a violation of our Terms and Policies, you agree that you will not create another account without our permission.",,unc,
